,iter,rank,time_train,time_hr,error,hr1_valid,hr1_test,hr3_valid,hr3_test,hr10_valid,hr10_test,mrr_valid,mrr_test
72,2.0,144.0,2.7130422592163086,50.72696876525879,0.9485990260244436,0.02,0.015,0.028,0.028,0.047,0.043,0.028791021104304485,0.024744192787277568
73,2.0,146.0,2.848252534866333,45.79405212402344,0.9498409581238572,0.013,0.017,0.024,0.031,0.04,0.046,0.022627341809901693,0.027110230935343017
74,2.0,148.0,2.7048795223236084,52.581762075424194,0.9475920400296024,0.012,0.018,0.018,0.028,0.033,0.047,0.019488356045126384,0.02764688486487326
75,2.0,150.0,2.6344428062438965,46.263450384140015,0.950015811311208,0.011,0.015,0.022,0.021,0.031,0.037,0.01946146353038487,0.02313697855650753
76,2.0,152.0,2.4794182777404785,52.842426776885986,0.9504317809981175,0.008,0.013,0.019,0.022,0.03,0.03,0.01656431270095516,0.019814910350855464
77,2.0,154.0,2.9780664443969727,46.58193397521973,0.9484042992251543,0.014,0.015,0.026,0.03,0.039,0.043,0.023639463047165257,0.026389561348515042
78,2.0,156.0,2.819305181503296,53.61798071861267,0.9488494331745351,0.012,0.017,0.021,0.03,0.039,0.042,0.02052632314294958,0.026617844509538163
79,2.0,158.0,3.016390323638916,47.34622597694397,0.9459735922716488,0.013,0.013,0.021,0.025,0.039,0.039,0.021652215499120126,0.023024167281480344
80,2.0,160.0,2.796107769012451,55.40189504623413,0.9477562588742362,0.009,0.017,0.017,0.031,0.032,0.047,0.017094500119722644,0.028307058223639207
81,2.0,162.0,2.8579819202423096,48.10158824920654,0.94745964864151,0.019,0.022,0.028,0.029,0.041,0.039,0.026733144759570532,0.029103624940217142
82,2.0,164.0,2.719437599182129,55.606810569763184,0.9470653601065974,0.013,0.021,0.021,0.024,0.038,0.036,0.021043868537419793,0.026716397740804115
83,2.0,166.0,3.1855568885803223,49.18323016166687,0.9466412932648025,0.009,0.014,0.021,0.025,0.033,0.034,0.018424430889098776,0.02290995175115743
84,2.0,168.0,3.007211923599243,56.31116485595703,0.9452930976030549,0.015,0.013,0.021,0.026,0.027,0.043,0.021210296655181503,0.023298489242903384
85,2.0,170.0,2.9698667526245117,49.99351978302002,0.943673322196313,0.015,0.016,0.024,0.028,0.04,0.043,0.023281092545221368,0.025154133587622838
86,2.0,172.0,2.8265583515167236,58.177459955215454,0.9463718996900643,0.023,0.023,0.029,0.031,0.041,0.047,0.02986781355294833,0.03113244744837816
87,2.0,174.0,3.178142786026001,50.49521565437317,0.9459423600876782,0.016,0.016,0.024,0.021,0.035,0.04,0.023920942167467096,0.02359506541498684
88,2.0,176.0,2.871534824371338,58.44034767150879,0.945079393536184,0.018,0.017,0.03,0.025,0.044,0.043,0.02747741784248225,0.026055806336239336
89,2.0,178.0,3.448167085647583,50.95849823951721,0.9474656124721095,0.012,0.021,0.022,0.034,0.033,0.045,0.02073256730020907,0.030417508111712666
90,2.0,180.0,3.314993381500244,58.322630167007446,0.9463447188647907,0.017,0.024,0.024,0.031,0.039,0.041,0.02467658860388149,0.03064178815093406
91,2.0,182.0,3.1914985179901123,51.95249891281128,0.9427306554357809,0.016,0.022,0.023,0.032,0.036,0.045,0.02358848916146268,0.030142517224984875
92,2.0,184.0,3.2609150409698486,52.74263668060303,0.9447247574363212,0.02,0.015,0.026,0.034,0.046,0.047,0.02804618189167082,0.027680893133409712
93,2.0,186.0,3.3433849811553955,52.6789436340332,0.9455861670406562,0.017,0.019,0.026,0.029,0.045,0.05,0.0265114165782892,0.02854469225049465
94,2.0,188.0,3.251025676727295,52.98938989639282,0.942489535766141,0.016,0.021,0.024,0.03,0.037,0.045,0.02409400164738456,0.029277012670578327
95,2.0,190.0,3.648042917251587,53.47797203063965,0.9429721161138169,0.014,0.016,0.019,0.025,0.032,0.042,0.021341048528269957,0.025267701119265962
96,2.0,192.0,3.5384089946746826,62.10227704048157,0.9427863070431215,0.009,0.012,0.018,0.024,0.03,0.034,0.01773610686249694,0.021636079668639535
97,2.0,194.0,3.5120837688446045,54.49816417694092,0.9437964696499286,0.01,0.017,0.021,0.029,0.034,0.042,0.019667453405848558,0.026373666323166692
98,2.0,196.0,3.3102784156799316,55.33421349525452,0.9426267674587512,0.017,0.019,0.025,0.027,0.036,0.036,0.024336686509208547,0.026513141415613832
99,2.0,198.0,3.613358497619629,55.52268171310425,0.94253784619408,0.017,0.012,0.022,0.024,0.043,0.044,0.024442681990683442,0.02313028626999752
100,2.0,200.0,3.405409574508667,54.647794008255005,0.9400603973817993,0.011,0.022,0.02,0.034,0.035,0.048,0.01949427742456103,0.03225483182761836
101,2.0,202.0,3.5197975635528564,56.29230785369873,0.9419923184465764,0.018,0.016,0.028,0.03,0.043,0.043,0.026583715991537277,0.026399353943215718
102,2.0,204.0,3.7627296447753906,56.55646014213562,0.9430866784476786,0.012,0.016,0.026,0.031,0.038,0.041,0.022622843170500773,0.025673529844421023
103,2.0,206.0,3.8129260540008545,57.20376229286194,0.944681869548512,0.006,0.014,0.018,0.023,0.034,0.038,0.016268988209478672,0.023315917420490755
104,2.0,208.0,3.7449135780334473,56.92680859565735,0.9402760379845352,0.015,0.018,0.025,0.033,0.039,0.05,0.02436782013100492,0.029645236681141263
105,2.0,210.0,3.9066805839538574,57.14674520492554,0.940717401527505,0.021,0.023,0.032,0.038,0.046,0.048,0.030174891232284763,0.033934198108669184
106,2.0,212.0,3.9097843170166016,58.02527952194214,0.9413643207793413,0.008,0.02,0.022,0.028,0.035,0.044,0.019066918622517838,0.028276064812136906
107,2.0,214.0,3.897858142852783,57.85073113441467,0.9409354468018273,0.022,0.021,0.031,0.032,0.043,0.058,0.03073501031489856,0.03334505033056093
108,2.0,216.0,4.013510704040527,57.812583446502686,0.9398015741341275,0.018,0.02,0.03,0.035,0.04,0.052,0.02737582116914758,0.03156279323680103
109,2.0,218.0,3.9770123958587646,58.64220666885376,0.9399993607993902,0.014,0.017,0.022,0.028,0.036,0.045,0.022695765933050182,0.026538853159564713
110,2.0,220.0,4.105652570724487,59.81752824783325,0.9397953048927741,0.019,0.02,0.023,0.025,0.041,0.042,0.026319708763690854,0.02782047548854048
111,2.0,222.0,3.9297561645507812,60.33689856529236,0.9404774339936792,0.014,0.02,0.027,0.03,0.048,0.04,0.024961676012327457,0.028646538876154003
112,2.0,224.0,4.134326219558716,60.32063937187195,0.9370867207516785,0.021,0.026,0.029,0.039,0.044,0.054,0.029374248575743278,0.0363670629184414
113,2.0,226.0,4.172276973724365,60.231356143951416,0.939206559975762,0.019,0.016,0.032,0.032,0.044,0.05,0.028449743654294677,0.0278914789159108
114,2.0,228.0,4.248484134674072,60.615904808044434,0.9380895537064825,0.012,0.021,0.02,0.031,0.031,0.046,0.01987829337479907,0.03012351837377262
115,2.0,230.0,4.3242340087890625,61.70680522918701,0.9399728321393598,0.011,0.019,0.02,0.034,0.032,0.053,0.019461584972088868,0.02989596693056931
116,2.0,232.0,4.296231985092163,61.74721050262451,0.9394003441855994,0.018,0.02,0.025,0.034,0.032,0.045,0.024673191133751337,0.03027663990394676
117,2.0,234.0,4.40094780921936,62.54633069038391,0.9380175022673286,0.018,0.024,0.027,0.033,0.046,0.05,0.026925213731508055,0.033175957055293095
118,2.0,236.0,4.562431812286377,62.01066875457764,0.937078143815773,0.015,0.021,0.034,0.035,0.046,0.05,0.027297367962798243,0.03270550514987981
119,2.0,238.0,4.47435736656189,63.90796184539795,0.9382600127556473,0.012,0.018,0.026,0.03,0.035,0.04,0.02262150378163535,0.026800913284199732
120,2.0,240.0,4.470047473907471,63.52452206611633,0.9377984283187832,0.014,0.017,0.025,0.029,0.04,0.046,0.023618122505476347,0.028314283862855474
121,2.0,242.0,4.557277679443359,63.13481664657593,0.9379598669231106,0.023,0.023,0.028,0.033,0.043,0.054,0.030368044541152887,0.033309992543594694
122,2.0,244.0,4.496960639953613,63.75499415397644,0.9358875618687021,0.021,0.025,0.027,0.034,0.042,0.045,0.02898991846048097,0.033661160939677
123,2.0,246.0,4.628826856613159,65.17053747177124,0.9370971713375121,0.022,0.024,0.034,0.035,0.049,0.051,0.03160778176611636,0.03383530577900976
124,2.0,248.0,4.561510801315308,64.88330078125,0.9362302170326828,0.012,0.013,0.023,0.029,0.04,0.049,0.022462423222007456,0.026176672635243897
125,2.0,250.0,4.694587469100952,66.08895373344421,0.9364859745071394,0.015,0.027,0.023,0.035,0.039,0.052,0.023873418261975483,0.036263747978656766
126,2.0,252.0,4.798755884170532,65.97979855537415,0.9368703004290394,0.016,0.02,0.029,0.027,0.043,0.044,0.02633349321282118,0.02770149554296687
127,2.0,254.0,4.839245796203613,66.31843304634094,0.9385908822308485,0.018,0.022,0.028,0.034,0.041,0.056,0.027064911437631702,0.03328465201000522
128,2.0,256.0,4.804318189620972,65.75349354743958,0.93832725653535,0.025,0.024,0.034,0.038,0.053,0.055,0.033921789705353214,0.03543036548595353
129,2.0,258.0,4.934864282608032,67.00506234169006,0.9360005727121404,0.012,0.021,0.026,0.036,0.041,0.05,0.023501965858218173,0.03143004243426737
130,2.0,260.0,4.904555320739746,67.37929511070251,0.9351843735773375,0.02,0.025,0.03,0.037,0.047,0.046,0.02957385612319099,0.033786283472914104
131,2.0,262.0,5.04713249206543,68.09422945976257,0.9340492593648171,0.018,0.018,0.033,0.033,0.044,0.054,0.027610762424087682,0.02991858728955173
132,2.0,264.0,5.038072347640991,68.73050785064697,0.9337993086802414,0.014,0.019,0.03,0.036,0.044,0.051,0.02606133272917094,0.030532350109154345
133,2.0,266.0,5.22621750831604,68.40532803535461,0.9327800323422186,0.018,0.022,0.026,0.042,0.041,0.052,0.027072371337838807,0.03527864109600434
134,2.0,268.0,5.198235511779785,68.83850979804993,0.9334916531122437,0.014,0.02,0.025,0.031,0.045,0.046,0.024347409780497854,0.0293776811585031
135,2.0,270.0,5.540791988372803,70.40598011016846,0.9361522315676172,0.019,0.022,0.032,0.034,0.04,0.05,0.028852444212669918,0.03278252900158577
136,2.0,272.0,5.296933889389038,70.4079122543335,0.9352939994388909,0.016,0.026,0.033,0.035,0.048,0.049,0.028696596061833453,0.034603194186203994
137,2.0,274.0,5.365082740783691,70.36660647392273,0.9334958801954072,0.022,0.023,0.029,0.035,0.04,0.048,0.029206324446256406,0.033469719122452196
138,2.0,276.0,5.355985403060913,71.25325560569763,0.9355979256226842,0.02,0.019,0.029,0.036,0.047,0.05,0.029423628231669805,0.0321356656382716
139,2.0,278.0,5.454390048980713,72.11925268173218,0.9323601918007078,0.021,0.021,0.033,0.032,0.053,0.049,0.03199382807279618,0.03174200456682187
140,2.0,280.0,5.384735345840454,71.13952803611755,0.9337587043475618,0.019,0.028,0.03,0.042,0.043,0.057,0.028057659036761863,0.03900158672393018
141,2.0,282.0,5.534603834152222,72.59347867965698,0.9318517373078321,0.025,0.026,0.042,0.035,0.052,0.05,0.03725024797592058,0.0353071693402634
142,2.0,284.0,5.6087470054626465,72.25132942199707,0.9324399502120306,0.019,0.026,0.033,0.035,0.046,0.047,0.029547638198003476,0.03397604256244533
143,2.0,286.0,5.707897663116455,72.71971297264099,0.9329151012009983,0.017,0.022,0.031,0.036,0.049,0.047,0.028521265812281427,0.033075712678274125
144,2.0,288.0,5.486654758453369,72.65628480911255,0.932670693015736,0.021,0.025,0.028,0.035,0.052,0.05,0.030566152353132515,0.034843717385504916
145,2.0,290.0,5.773474931716919,74.21983885765076,0.9321527253493351,0.023,0.023,0.034,0.041,0.052,0.054,0.03320341479484535,0.03492189268575736
146,2.0,292.0,5.695272922515869,73.65619492530823,0.9328124097698669,0.024,0.029,0.033,0.034,0.05,0.046,0.03361059773930936,0.03565871060462575
147,2.0,294.0,5.807015895843506,74.88277578353882,0.9330137082250245,0.026,0.03,0.038,0.036,0.053,0.045,0.03558047085847407,0.036658012148896364
148,2.0,296.0,5.790639162063599,74.59122848510742,0.9320655763768063,0.02,0.026,0.033,0.038,0.051,0.049,0.031797176519013,0.03576918073650857
149,2.0,298.0,5.989639520645142,76.35342001914978,0.9306751113072453,0.02,0.024,0.038,0.041,0.047,0.057,0.031964493055838775,0.037353897005593745
150,2.0,300.0,5.9140613079071045,75.55720543861389,0.9300088807445908,0.021,0.026,0.031,0.037,0.048,0.053,0.03002168433916585,0.03605202494456062
151,2.0,302.0,6.345015525817871,76.28938841819763,0.9316171745057181,0.019,0.029,0.027,0.037,0.044,0.048,0.02757151401039335,0.03661192918078816
152,2.0,304.0,5.95639443397522,76.03355383872986,0.9323496274223673,0.014,0.018,0.026,0.036,0.038,0.05,0.02387968304418968,0.030621628889782093
153,2.0,306.0,6.153545618057251,77.62284684181213,0.9305546563061724,0.015,0.019,0.028,0.038,0.043,0.063,0.02591112061769414,0.03329249657757798
154,2.0,308.0,5.965489625930786,77.41342377662659,0.9296526990711497,0.025,0.02,0.033,0.04,0.052,0.053,0.03456188261555513,0.03316978262802901
155,2.0,310.0,6.321468114852905,77.56699824333191,0.9294776247859198,0.021,0.022,0.032,0.036,0.049,0.052,0.031067030338657455,0.03282378637826982
156,2.0,312.0,6.334758520126343,77.81964087486267,0.9305241202393842,0.027,0.024,0.038,0.035,0.048,0.049,0.035505998858624,0.033970434731514565
157,2.0,314.0,6.290703058242798,78.02705550193787,0.9303962508582394,0.016,0.025,0.027,0.032,0.046,0.051,0.02623033603009445,0.03379467079992737
158,2.0,316.0,6.36049485206604,79.72071766853333,0.9317130353521473,0.02,0.02,0.032,0.034,0.048,0.054,0.03046484153245763,0.03197682487348959
159,2.0,318.0,6.687068462371826,78.8830738067627,0.9284474122473422,0.019,0.028,0.032,0.04,0.047,0.06,0.03085815240212226,0.03976374806937014
160,2.0,320.0,6.4453113079071045,78.54720044136047,0.9320040890622455,0.021,0.027,0.035,0.037,0.047,0.057,0.03147847594925823,0.037259724297398586
161,2.0,322.0,6.514009952545166,79.49029660224915,0.927950170147064,0.021,0.028,0.038,0.038,0.048,0.052,0.03272321009899208,0.03705259490879125
162,2.0,324.0,6.427518606185913,81.02666282653809,0.9288380948246071,0.019,0.025,0.03,0.035,0.049,0.051,0.029399303000958978,0.03416727936806475
163,2.0,326.0,6.618080377578735,80.6904628276825,0.9287546564207256,0.021,0.025,0.034,0.038,0.049,0.048,0.03156111269288229,0.03494313687180695
164,2.0,328.0,6.827800750732422,80.42324614524841,0.9292420585032856,0.019,0.024,0.03,0.031,0.047,0.047,0.0290029637071989,0.0322608819522083
165,2.0,330.0,6.848444700241089,82.32758522033691,0.9305692876223196,0.018,0.026,0.027,0.033,0.043,0.054,0.02713032216080534,0.034781370664275585
166,2.0,332.0,7.13699197769165,81.5601396560669,0.9285418473192094,0.023,0.022,0.037,0.032,0.051,0.049,0.034468947850090276,0.032629563908654194
167,2.0,334.0,7.206862926483154,82.07255816459656,0.9266154900604969,0.025,0.031,0.035,0.041,0.052,0.053,0.03438205731396404,0.039339158869928406
168,2.0,336.0,7.193867206573486,82.53180956840515,0.9291062870435755,0.019,0.019,0.03,0.035,0.039,0.048,0.028214324587126274,0.030959592565134243
169,2.0,338.0,7.033187627792358,83.96074867248535,0.9292167738912337,0.023,0.026,0.035,0.039,0.054,0.056,0.033471973876247035,0.03759399504503207
170,2.0,340.0,7.18507194519043,83.11691355705261,0.9256626640886525,0.019,0.023,0.037,0.04,0.05,0.058,0.03187324780997536,0.03539231742910069
171,2.0,342.0,7.043182849884033,83.8573145866394,0.927524137709477,0.024,0.024,0.036,0.038,0.048,0.057,0.0334671271151004,0.03583219756288321
172,2.0,344.0,7.210318326950073,84.75371623039246,0.9269050625676359,0.019,0.026,0.034,0.038,0.048,0.048,0.03032081739259428,0.035126550851511965
173,2.0,346.0,7.48835563659668,84.2270884513855,0.9271724989315143,0.024,0.021,0.037,0.04,0.051,0.062,0.03555483993053403,0.03646735867646907
174,2.0,348.0,7.246750116348267,84.56614017486572,0.9269713396614255,0.019,0.028,0.036,0.037,0.049,0.051,0.03150117733733113,0.03681117352025244
175,2.0,350.0,7.363327980041504,85.30903553962708,0.9262897749641169,0.027,0.03,0.039,0.043,0.056,0.058,0.03794886631593991,0.04070542082978117
176,2.0,352.0,7.285310506820679,86.13284468650818,0.9267754274381107,0.02,0.026,0.036,0.039,0.05,0.054,0.03213725122918569,0.03727654165907378
177,2.0,354.0,7.831393480300903,85.67727589607239,0.9264897922986558,0.03,0.028,0.041,0.036,0.058,0.057,0.04014057874967892,0.03755485668986836
178,2.0,356.0,7.616815090179443,86.5632266998291,0.9266331406111832,0.023,0.028,0.04,0.041,0.055,0.053,0.03509760895372174,0.03848416016487277
